LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
AUT,HUR,MEN,PC_LF,Q,2012-Q1,4.6,
AUT,HUR,MEN,PC_LF,Q,2012-Q2,5.533333,
AUT,HUR,MEN,PC_LF,Q,2012-Q3,5.766667,
AUT,HUR,MEN,PC_LF,Q,2012-Q4,5.833333,
AUT,HUR,MEN,PC_LF,Q,2013-Q1,6.133333,
AUT,HUR,MEN,PC_LF,Q,2013-Q2,5.6,
AUT,HUR,MEN,PC_LF,Q,2013-Q3,6,
AUT,HUR,MEN,PC_LF,Q,2013-Q4,5.866667,
AUT,HUR,MEN,PC_LF,Q,2014-Q1,6.166667,
AUT,HUR,MEN,PC_LF,Q,2014-Q2,6.3,
AUT,HUR,MEN,PC_LF,Q,2014-Q3,6.466667,
AUT,HUR,MEN,PC_LF,Q,2014-Q4,6.566667,
AUT,HUR,MEN,PC_LF,Q,2015-Q1,6.366667,
AUT,HUR,MEN,PC_LF,Q,2015-Q2,6.766667,
AUT,HUR,MEN,PC_LF,Q,2015-Q3,6.8,
AUT,HUR,MEN,PC_LF,Q,2015-Q4,6.866667,
AUT,HUR,MEN,PC_LF,Q,2016-Q1,7,
AUT,HUR,MEN,PC_LF,Q,2016-Q2,7.166667,
AUT,HUR,MEN,PC_LF,Q,2016-Q3,7.2,
AUT,HUR,MEN,PC_LF,Q,2016-Q4,6.8,
AUT,HUR,MEN,PC_LF,Q,2017-Q1,6.8,
AUT,HUR,MEN,PC_LF,Q,2017-Q2,6.333333,
AUT,HUR,MEN,PC_LF,Q,2017-Q3,6.6,
AUT,HUR,MEN,PC_LF,Q,2017-Q4,6.3,
AUT,HUR,MEN,PC_LF,Q,2018-Q1,5.8,
AUT,HUR,MEN,PC_LF,Q,2018-Q2,5.3,
AUT,HUR,MEN,PC_LF,Q,2018-Q3,5.366667,
AUT,HUR,MEN,PC_LF,Q,2018-Q4,5.566667,
AUT,HUR,MEN,PC_LF,Q,2019-Q1,5.3,
AUT,HUR,MEN,PC_LF,Q,2019-Q2,4.933333,
AUT,HUR,MEN,PC_LF,Q,2019-Q3,5.066667,
AUT,HUR,MEN,PC_LF,Q,2019-Q4,4.866667,
AUT,HUR,MEN,PC_LF,Q,2020-Q1,4.666667,
AUT,HUR,MEN,PC_LF,Q,2020-Q2,6.933333,
AUT,HUR,MEN,PC_LF,Q,2020-Q3,6.8,
AUT,HUR,MEN,PC_LF,Q,2020-Q4,6.533333,
AUT,HUR,MEN,PC_LF,Q,2021-Q1,6.933333,
AUT,HUR,MEN,PC_LF,Q,2021-Q2,6.833333,
AUT,HUR,MEN,PC_LF,Q,2021-Q3,5.766667,
AUT,HUR,MEN,PC_LF,Q,2021-Q4,5.3,
AUT,HUR,MEN,PC_LF,Q,2022-Q1,4.7,
MEX,HUR,WOMEN,PC_LF,Q,2000-Q2,3.603976,
MEX,HUR,WOMEN,PC_LF,Q,2000-Q3,3.601203,
MEX,HUR,WOMEN,PC_LF,Q,2000-Q4,3.246217,
MEX,HUR,WOMEN,PC_LF,Q,2001-Q1,3.456352,
MEX,HUR,WOMEN,PC_LF,Q,2001-Q2,3.675197,
MEX,HUR,WOMEN,PC_LF,Q,2001-Q3,3.251938,
MEX,HUR,WOMEN,PC_LF,Q,2001-Q4,3.924885,
MEX,HUR,WOMEN,PC_LF,Q,2002-Q1,3.924674,
MEX,HUR,WOMEN,PC_LF,Q,2002-Q2,3.851837,
MEX,HUR,WOMEN,PC_LF,Q,2002-Q3,3.58438,
MEX,HUR,WOMEN,PC_LF,Q,2002-Q4,3.608874,
MEX,HUR,WOMEN,PC_LF,Q,2003-Q1,3.882374,
MEX,HUR,WOMEN,PC_LF,Q,2003-Q2,4.009362,
MEX,HUR,WOMEN,PC_LF,Q,2003-Q3,4.612582,
MEX,HUR,WOMEN,PC_LF,Q,2003-Q4,4.664671,
MEX,HUR,WOMEN,PC_LF,Q,2004-Q1,5.034906,
MEX,HUR,WOMEN,PC_LF,Q,2004-Q2,5.172023,
MEX,HUR,WOMEN,PC_LF,Q,2004-Q3,5.042935,
MEX,HUR,WOMEN,PC_LF,Q,2004-Q4,5.158613,B
MEX,HUR,WOMEN,PC_LF,Q,2005-Q1,4.336948,
MEX,HUR,WOMEN,PC_LF,Q,2005-Q2,3.91348,
MEX,HUR,WOMEN,PC_LF,Q,2005-Q3,3.932105,
MEX,HUR,WOMEN,PC_LF,Q,2005-Q4,3.652076,
MEX,HUR,WOMEN,PC_LF,Q,2006-Q1,3.703325,
MEX,HUR,WOMEN,PC_LF,Q,2006-Q2,3.72812,
MEX,HUR,WOMEN,PC_LF,Q,2006-Q3,3.978787,
MEX,HUR,WOMEN,PC_LF,Q,2006-Q4,4.186099,
MEX,HUR,WOMEN,PC_LF,Q,2007-Q1,4.469806,
MEX,HUR,WOMEN,PC_LF,Q,2007-Q2,3.960185,
MEX,HUR,WOMEN,PC_LF,Q,2007-Q3,3.968131,
MEX,HUR,WOMEN,PC_LF,Q,2007-Q4,4.106367,
MEX,HUR,WOMEN,PC_LF,Q,2008-Q1,4.119232,
MEX,HUR,WOMEN,PC_LF,Q,2008-Q2,4.040015,
MEX,HUR,WOMEN,PC_LF,Q,2008-Q3,3.930673,
MEX,HUR,WOMEN,PC_LF,Q,2008-Q4,4.466998,
MEX,HUR,WOMEN,PC_LF,Q,2009-Q1,5.045518,
MEX,HUR,WOMEN,PC_LF,Q,2009-Q2,5.181997,
MEX,HUR,WOMEN,PC_LF,Q,2009-Q3,6.18258,
MEX,HUR,WOMEN,PC_LF,Q,2009-Q4,5.543208,
MEX,HUR,WOMEN,PC_LF,Q,2010-Q1,5.343861,
MEX,HUR,WOMEN,PC_LF,Q,2010-Q2,5.39097,
MEX,HUR,WOMEN,PC_LF,Q,2010-Q3,5.182658,
MEX,HUR,WOMEN,PC_LF,Q,2010-Q4,5.166067,
MEX,HUR,WOMEN,PC_LF,Q,2011-Q1,5.021946,
MEX,HUR,WOMEN,PC_LF,Q,2011-Q2,5.544244,
MEX,HUR,WOMEN,PC_LF,Q,2011-Q3,5.431883,
MEX,HUR,WOMEN,PC_LF,Q,2011-Q4,5.061787,
MEX,HUR,WOMEN,PC_LF,Q,2012-Q1,4.893968,
MEX,HUR,WOMEN,PC_LF,Q,2012-Q2,5.049786,
MEX,HUR,WOMEN,PC_LF,Q,2012-Q3,4.834546,
MEX,HUR,WOMEN,PC_LF,Q,2012-Q4,5.171098,
MEX,HUR,WOMEN,PC_LF,Q,2013-Q1,5.135705,
MEX,HUR,WOMEN,PC_LF,Q,2013-Q2,5.186461,
MEX,HUR,WOMEN,PC_LF,Q,2013-Q3,4.891773,
MEX,HUR,WOMEN,PC_LF,Q,2013-Q4,4.835629,
MEX,HUR,WOMEN,PC_LF,Q,2014-Q1,5.091421,
MEX,HUR,WOMEN,PC_LF,Q,2014-Q2,4.949863,
MEX,HUR,WOMEN,PC_LF,Q,2014-Q3,4.790946,
MEX,HUR,WOMEN,PC_LF,Q,2014-Q4,4.597635,
MEX,HUR,WOMEN,PC_LF,Q,2015-Q1,4.367392,
MEX,HUR,WOMEN,PC_LF,Q,2015-Q2,4.815183,
MEX,HUR,WOMEN,PC_LF,Q,2015-Q3,4.455252,
MEX,HUR,WOMEN,PC_LF,Q,2015-Q4,4.496213,
MEX,HUR,WOMEN,PC_LF,Q,2016-Q1,4.1755,
MEX,HUR,WOMEN,PC_LF,Q,2016-Q2,4.080769,
MEX,HUR,WOMEN,PC_LF,Q,2016-Q3,3.910978,
MEX,HUR,WOMEN,PC_LF,Q,2016-Q4,3.649309,
MEX,HUR,WOMEN,PC_LF,Q,2017-Q1,3.671736,
MEX,HUR,WOMEN,PC_LF,Q,2017-Q2,3.731128,
MEX,HUR,WOMEN,PC_LF,Q,2017-Q3,3.344124,
MEX,HUR,WOMEN,PC_LF,Q,2017-Q4,3.702989,
MEX,HUR,WOMEN,PC_LF,Q,2018-Q1,3.316613,
MEX,HUR,WOMEN,PC_LF,Q,2018-Q2,3.322622,
MEX,HUR,WOMEN,PC_LF,Q,2018-Q3,3.50525,
MEX,HUR,WOMEN,PC_LF,Q,2018-Q4,3.514433,
MEX,HUR,WOMEN,PC_LF,Q,2019-Q1,3.585681,
MEX,HUR,WOMEN,PC_LF,Q,2019-Q2,3.699176,
MEX,HUR,WOMEN,PC_LF,Q,2019-Q3,3.430248,
MEX,HUR,WOMEN,PC_LF,Q,2019-Q4,3.409346,
MEX,HUR,WOMEN,PC_LF,Q,2020-Q1,3.595362,B
MEX,HUR,WOMEN,PC_LF,Q,2020-Q2,4.117622,B
MEX,HUR,WOMEN,PC_LF,Q,2020-Q3,4.887999,
MEX,HUR,WOMEN,PC_LF,Q,2020-Q4,4.179228,
MEX,HUR,WOMEN,PC_LF,Q,2021-Q1,4.292107,
MEX,HUR,WOMEN,PC_LF,Q,2021-Q2,4.1617,
MEX,HUR,WOMEN,PC_LF,Q,2021-Q3,4.116978,
MEX,HUR,WOMEN,PC_LF,Q,2021-Q4,3.974049,
MEX,HUR,WOMEN,PC_LF,Q,2022-Q1,3.476024,
NOR,HUR,MEN,PC_LF,Q,1989-Q1,4.8,
NOR,HUR,MEN,PC_LF,Q,1989-Q2,5.4,
NOR,HUR,MEN,PC_LF,Q,1989-Q3,6.066667,
NOR,HUR,MEN,PC_LF,Q,1989-Q4,6.133333,
NOR,HUR,MEN,PC_LF,Q,1990-Q1,6.233333,
NOR,HUR,MEN,PC_LF,Q,1990-Q2,6.166667,
NOR,HUR,MEN,PC_LF,Q,1990-Q3,6.233333,
NOR,HUR,MEN,PC_LF,Q,1990-Q4,6,
NOR,HUR,MEN,PC_LF,Q,1991-Q1,6.233333,
NOR,HUR,MEN,PC_LF,Q,1991-Q2,6.2,
NOR,HUR,MEN,PC_LF,Q,1991-Q3,6.5,
NOR,HUR,MEN,PC_LF,Q,1991-Q4,6.966667,
NOR,HUR,MEN,PC_LF,Q,1992-Q1,7.233333,
NOR,HUR,MEN,PC_LF,Q,1992-Q2,7.133333,
NOR,HUR,MEN,PC_LF,Q,1992-Q3,7.166667,
NOR,HUR,MEN,PC_LF,Q,1992-Q4,7.533333,
NOR,HUR,MEN,PC_LF,Q,1993-Q1,7.466667,
NOR,HUR,MEN,PC_LF,Q,1993-Q2,7.533333,
NOR,HUR,MEN,PC_LF,Q,1993-Q3,7.366667,
NOR,HUR,MEN,PC_LF,Q,1993-Q4,6.833333,
NOR,HUR,MEN,PC_LF,Q,1994-Q1,6.8,
NOR,HUR,MEN,PC_LF,Q,1994-Q2,6.833333,
NOR,HUR,MEN,PC_LF,Q,1994-Q3,6.3,
NOR,HUR,MEN,PC_LF,Q,1994-Q4,6.366667,
NOR,HUR,MEN,PC_LF,Q,1995-Q1,6.1,
NOR,HUR,MEN,PC_LF,Q,1995-Q2,5.8,
NOR,HUR,MEN,PC_LF,Q,1995-Q3,5.6,
NOR,HUR,MEN,PC_LF,Q,1995-Q4,5.433333,B
NOR,HUR,MEN,PC_LF,Q,1996-Q1,4.966667,
NOR,HUR,MEN,PC_LF,Q,1996-Q2,4.866667,
NOR,HUR,MEN,PC_LF,Q,1996-Q3,4.666667,
NOR,HUR,MEN,PC_LF,Q,1996-Q4,4.466667,
NOR,HUR,MEN,PC_LF,Q,1997-Q1,4.066667,B
NOR,HUR,MEN,PC_LF,Q,1997-Q2,3.833333,
NOR,HUR,MEN,PC_LF,Q,1997-Q3,3.566667,
NOR,HUR,MEN,PC_LF,Q,1997-Q4,3.4,
NOR,HUR,MEN,PC_LF,Q,1998-Q1,3.233333,
NOR,HUR,MEN,PC_LF,Q,1998-Q2,3.2,
NOR,HUR,MEN,PC_LF,Q,1998-Q3,2.733333,
NOR,HUR,MEN,PC_LF,Q,1998-Q4,2.833333,
NOR,HUR,MEN,PC_LF,Q,1999-Q1,2.8,
NOR,HUR,MEN,PC_LF,Q,1999-Q2,2.9,
NOR,HUR,MEN,PC_LF,Q,1999-Q3,3.2,
NOR,HUR,MEN,PC_LF,Q,1999-Q4,3.7,
NOR,HUR,MEN,PC_LF,Q,2000-Q1,3.666667,
NOR,HUR,MEN,PC_LF,Q,2000-Q2,3.3,
NOR,HUR,MEN,PC_LF,Q,2000-Q3,3.133333,
NOR,HUR,MEN,PC_LF,Q,2000-Q4,3.4,
NOR,HUR,MEN,PC_LF,Q,2001-Q1,3.533333,
NOR,HUR,MEN,PC_LF,Q,2001-Q2,3.366667,
NOR,HUR,MEN,PC_LF,Q,2001-Q3,3.4,
NOR,HUR,MEN,PC_LF,Q,2001-Q4,3.633333,
NOR,HUR,MEN,PC_LF,Q,2002-Q1,3.9,
NOR,HUR,MEN,PC_LF,Q,2002-Q2,3.7,
NOR,HUR,MEN,PC_LF,Q,2002-Q3,3.666667,
NOR,HUR,MEN,PC_LF,Q,2002-Q4,3.966667,
NOR,HUR,MEN,PC_LF,Q,2003-Q1,4.133333,
NOR,HUR,MEN,PC_LF,Q,2003-Q2,4.5,
NOR,HUR,MEN,PC_LF,Q,2003-Q3,4.666667,
NOR,HUR,MEN,PC_LF,Q,2003-Q4,4.733333,
NOR,HUR,MEN,PC_LF,Q,2004-Q1,4.566667,
NOR,HUR,MEN,PC_LF,Q,2004-Q2,4.6,
NOR,HUR,MEN,PC_LF,Q,2004-Q3,4.566667,
NOR,HUR,MEN,PC_LF,Q,2004-Q4,4.766667,
NOR,HUR,MEN,PC_LF,Q,2005-Q1,4.766667,
NOR,HUR,MEN,PC_LF,Q,2005-Q2,4.766667,
NOR,HUR,MEN,PC_LF,Q,2005-Q3,4.7,
NOR,HUR,MEN,PC_LF,Q,2005-Q4,4.6,B
NOR,HUR,MEN,PC_LF,Q,2006-Q1,4.033333,
NOR,HUR,MEN,PC_LF,Q,2006-Q2,3.666667,
NOR,HUR,MEN,PC_LF,Q,2006-Q3,3.3,
NOR,HUR,MEN,PC_LF,Q,2006-Q4,2.833333,
NOR,HUR,MEN,PC_LF,Q,2007-Q1,2.633333,
NOR,HUR,MEN,PC_LF,Q,2007-Q2,2.466667,
NOR,HUR,MEN,PC_LF,Q,2007-Q3,2.566667,
NOR,HUR,MEN,PC_LF,Q,2007-Q4,2.566667,
NOR,HUR,MEN,PC_LF,Q,2008-Q1,2.566667,
NOR,HUR,MEN,PC_LF,Q,2008-Q2,2.733333,
NOR,HUR,MEN,PC_LF,Q,2008-Q3,3,
NOR,HUR,MEN,PC_LF,Q,2008-Q4,3.3,
NOR,HUR,MEN,PC_LF,Q,2009-Q1,3.5,
NOR,HUR,MEN,PC_LF,Q,2009-Q2,3.766667,
NOR,HUR,MEN,PC_LF,Q,2009-Q3,3.733333,
NOR,HUR,MEN,PC_LF,Q,2009-Q4,3.933333,
NOR,HUR,MEN,PC_LF,Q,2010-Q1,4.3,
NOR,HUR,MEN,PC_LF,Q,2010-Q2,4.4,
NOR,HUR,MEN,PC_LF,Q,2010-Q3,4.3,
NOR,HUR,MEN,PC_LF,Q,2010-Q4,4.166667,
NOR,HUR,MEN,PC_LF,Q,2011-Q1,3.633333,
NOR,HUR,MEN,PC_LF,Q,2011-Q2,3.566667,
NOR,HUR,MEN,PC_LF,Q,2011-Q3,3.666667,
NOR,HUR,MEN,PC_LF,Q,2011-Q4,3.866667,
NOR,HUR,MEN,PC_LF,Q,2012-Q1,3.766667,
NOR,HUR,MEN,PC_LF,Q,2012-Q2,3.633333,
NOR,HUR,MEN,PC_LF,Q,2012-Q3,3.6,
NOR,HUR,MEN,PC_LF,Q,2012-Q4,3.8,
NOR,HUR,MEN,PC_LF,Q,2013-Q1,4.033333,
NOR,HUR,MEN,PC_LF,Q,2013-Q2,4,
NOR,HUR,MEN,PC_LF,Q,2013-Q3,4,
NOR,HUR,MEN,PC_LF,Q,2013-Q4,3.966667,
NOR,HUR,MEN,PC_LF,Q,2014-Q1,3.633333,
NOR,HUR,MEN,PC_LF,Q,2014-Q2,3.5,
NOR,HUR,MEN,PC_LF,Q,2014-Q3,3.9,
NOR,HUR,MEN,PC_LF,Q,2014-Q4,4.1,
NOR,HUR,MEN,PC_LF,Q,2015-Q1,4.566667,
NOR,HUR,MEN,PC_LF,Q,2015-Q2,4.8,
NOR,HUR,MEN,PC_LF,Q,2015-Q3,4.966667,
NOR,HUR,MEN,PC_LF,Q,2015-Q4,5.233333,
NOR,HUR,MEN,PC_LF,Q,2016-Q1,5.666667,
NOR,HUR,MEN,PC_LF,Q,2016-Q2,5.4,
NOR,HUR,MEN,PC_LF,Q,2016-Q3,5.366667,
NOR,HUR,MEN,PC_LF,Q,2016-Q4,4.966667,
NOR,HUR,MEN,PC_LF,Q,2017-Q1,4.733333,
NOR,HUR,MEN,PC_LF,Q,2017-Q2,4.833333,
NOR,HUR,MEN,PC_LF,Q,2017-Q3,4.5,
NOR,HUR,MEN,PC_LF,Q,2017-Q4,4.366667,
NOR,HUR,MEN,PC_LF,Q,2018-Q1,4.333333,
NOR,HUR,MEN,PC_LF,Q,2018-Q2,4.166667,
NOR,HUR,MEN,PC_LF,Q,2018-Q3,4.166667,
NOR,HUR,MEN,PC_LF,Q,2018-Q4,3.866667,
NOR,HUR,MEN,PC_LF,Q,2019-Q1,3.833333,
NOR,HUR,MEN,PC_LF,Q,2019-Q2,3.633333,
NOR,HUR,MEN,PC_LF,Q,2019-Q3,4.1,
NOR,HUR,MEN,PC_LF,Q,2019-Q4,4.2,
NOR,HUR,MEN,PC_LF,Q,2020-Q1,3.8,
NOR,HUR,MEN,PC_LF,Q,2020-Q2,4.766667,
NOR,HUR,MEN,PC_LF,Q,2020-Q3,5.466667,
NOR,HUR,MEN,PC_LF,Q,2020-Q4,5.366667,
NOR,HUR,MEN,PC_LF,Q,2021-Q1,5.166667,
NOR,HUR,MEN,PC_LF,Q,2021-Q2,5.133333,
NOR,HUR,MEN,PC_LF,Q,2021-Q3,4.3,
NOR,HUR,MEN,PC_LF,Q,2021-Q4,3.666667,
NOR,HUR,MEN,PC_LF,Q,2022-Q1,3.3,
FRA,HUR,MEN,PC_LF,Q,1983-Q1,6.266667,
FRA,HUR,MEN,PC_LF,Q,1983-Q2,6.633333,
FRA,HUR,MEN,PC_LF,Q,1983-Q3,7.166667,
FRA,HUR,MEN,PC_LF,Q,1983-Q4,7.533333,
FRA,HUR,MEN,PC_LF,Q,1984-Q1,7.8,
FRA,HUR,MEN,PC_LF,Q,1984-Q2,8.1,
FRA,HUR,MEN,PC_LF,Q,1984-Q3,8.4,
FRA,HUR,MEN,PC_LF,Q,1984-Q4,8.633333,
FRA,HUR,MEN,PC_LF,Q,1985-Q1,8.6,
FRA,HUR,MEN,PC_LF,Q,1985-Q2,8.666667,
FRA,HUR,MEN,PC_LF,Q,1985-Q3,8.766666,
FRA,HUR,MEN,PC_LF,Q,1985-Q4,8.9,
FRA,HUR,MEN,PC_LF,Q,1986-Q1,8.8,
FRA,HUR,MEN,PC_LF,Q,1986-Q2,8.8,
FRA,HUR,MEN,PC_LF,Q,1986-Q3,8.8,
FRA,HUR,MEN,PC_LF,Q,1986-Q4,8.9,
FRA,HUR,MEN,PC_LF,Q,1987-Q1,8.733334,
FRA,HUR,MEN,PC_LF,Q,1987-Q2,8.666667,
FRA,HUR,MEN,PC_LF,Q,1987-Q3,8.6,
FRA,HUR,MEN,PC_LF,Q,1987-Q4,8.533334,
FRA,HUR,MEN,PC_LF,Q,1988-Q1,8.3,
FRA,HUR,MEN,PC_LF,Q,1988-Q2,8.1,
FRA,HUR,MEN,PC_LF,Q,1988-Q3,7.866667,
FRA,HUR,MEN,PC_LF,Q,1988-Q4,7.666667,
FRA,HUR,MEN,PC_LF,Q,1989-Q1,7.466667,
FRA,HUR,MEN,PC_LF,Q,1989-Q2,7.4,
FRA,HUR,MEN,PC_LF,Q,1989-Q3,7.4,
FRA,HUR,MEN,PC_LF,Q,1989-Q4,7.4,
FRA,HUR,MEN,PC_LF,Q,1990-Q1,7.333333,
FRA,HUR,MEN,PC_LF,Q,1990-Q2,7.3,
FRA,HUR,MEN,PC_LF,Q,1990-Q3,7.3,
FRA,HUR,MEN,PC_LF,Q,1990-Q4,7.3,
FRA,HUR,MEN,PC_LF,Q,1991-Q1,7.333333,
FRA,HUR,MEN,PC_LF,Q,1991-Q2,7.466667,
FRA,HUR,MEN,PC_LF,Q,1991-Q3,7.7,
FRA,HUR,MEN,PC_LF,Q,1991-Q4,7.966667,
FRA,HUR,MEN,PC_LF,Q,1992-Q1,8.2,
FRA,HUR,MEN,PC_LF,Q,1992-Q2,8.5,
FRA,HUR,MEN,PC_LF,Q,1992-Q3,8.9,
FRA,HUR,MEN,PC_LF,Q,1992-Q4,9.266666,
FRA,HUR,MEN,PC_LF,Q,1993-Q1,9.633333,
FRA,HUR,MEN,PC_LF,Q,1993-Q2,10.03333,
FRA,HUR,MEN,PC_LF,Q,1993-Q3,10.46667,
FRA,HUR,MEN,PC_LF,Q,1993-Q4,10.8,
FRA,HUR,MEN,PC_LF,Q,1994-Q1,11,
FRA,HUR,MEN,PC_LF,Q,1994-Q2,10.8,
FRA,HUR,MEN,PC_LF,Q,1994-Q3,10.5,
FRA,HUR,MEN,PC_LF,Q,1994-Q4,10.2,
FRA,HUR,MEN,PC_LF,Q,1995-Q1,9.966666,
FRA,HUR,MEN,PC_LF,Q,1995-Q2,10.03333,
FRA,HUR,MEN,PC_LF,Q,1995-Q3,10.16667,
FRA,HUR,MEN,PC_LF,Q,1995-Q4,10.36667,
FRA,HUR,MEN,PC_LF,Q,1996-Q1,10.53333,
FRA,HUR,MEN,PC_LF,Q,1996-Q2,10.66667,
FRA,HUR,MEN,PC_LF,Q,1996-Q3,10.83333,
FRA,HUR,MEN,PC_LF,Q,1996-Q4,10.9,
FRA,HUR,MEN,PC_LF,Q,1997-Q1,10.96667,
FRA,HUR,MEN,PC_LF,Q,1997-Q2,10.86667,
FRA,HUR,MEN,PC_LF,Q,1997-Q3,10.73333,
FRA,HUR,MEN,PC_LF,Q,1997-Q4,10.5,
FRA,HUR,MEN,PC_LF,Q,1998-Q1,10.33333,
FRA,HUR,MEN,PC_LF,Q,1998-Q2,10.4,
FRA,HUR,MEN,PC_LF,Q,1998-Q3,10.5,
FRA,HUR,MEN,PC_LF,Q,1998-Q4,10.4,
FRA,HUR,MEN,PC_LF,Q,1999-Q1,10.36667,
FRA,HUR,MEN,PC_LF,Q,1999-Q2,9.933333,
FRA,HUR,MEN,PC_LF,Q,1999-Q3,9.466666,
FRA,HUR,MEN,PC_LF,Q,1999-Q4,9.033334,
FRA,HUR,MEN,PC_LF,Q,2000-Q1,8.6,
FRA,HUR,MEN,PC_LF,Q,2000-Q2,8,
FRA,HUR,MEN,PC_LF,Q,2000-Q3,7.466667,
FRA,HUR,MEN,PC_LF,Q,2000-Q4,7.233333,
FRA,HUR,MEN,PC_LF,Q,2001-Q1,7.133333,
FRA,HUR,MEN,PC_LF,Q,2001-Q2,7.333333,
FRA,HUR,MEN,PC_LF,Q,2001-Q3,7.566667,
FRA,HUR,MEN,PC_LF,Q,2001-Q4,7.766667,
FRA,HUR,MEN,PC_LF,Q,2002-Q1,7.8,
FRA,HUR,MEN,PC_LF,Q,2002-Q2,7.733333,
FRA,HUR,MEN,PC_LF,Q,2002-Q3,7.7,
FRA,HUR,MEN,PC_LF,Q,2002-Q4,7.8,B
FRA,HUR,MEN,PC_LF,Q,2003-Q1,7.5,
FRA,HUR,MEN,PC_LF,Q,2003-Q2,7.733333,
FRA,HUR,MEN,PC_LF,Q,2003-Q3,7.833333,
FRA,HUR,MEN,PC_LF,Q,2003-Q4,8.133333,
FRA,HUR,MEN,PC_LF,Q,2004-Q1,8.033334,
FRA,HUR,MEN,PC_LF,Q,2004-Q2,8.066667,
FRA,HUR,MEN,PC_LF,Q,2004-Q3,8.233334,
FRA,HUR,MEN,PC_LF,Q,2004-Q4,8.333333,
FRA,HUR,MEN,PC_LF,Q,2005-Q1,8.133333,
FRA,HUR,MEN,PC_LF,Q,2005-Q2,8.166667,
FRA,HUR,MEN,PC_LF,Q,2005-Q3,8.3,
FRA,HUR,MEN,PC_LF,Q,2005-Q4,8.233334,
FRA,HUR,MEN,PC_LF,Q,2006-Q1,8.366667,
FRA,HUR,MEN,PC_LF,Q,2006-Q2,8.4,
FRA,HUR,MEN,PC_LF,Q,2006-Q3,8.166667,
FRA,HUR,MEN,PC_LF,Q,2006-Q4,8.1,
FRA,HUR,MEN,PC_LF,Q,2007-Q1,8,
FRA,HUR,MEN,PC_LF,Q,2007-Q2,7.7,
FRA,HUR,MEN,PC_LF,Q,2007-Q3,7.766667,
FRA,HUR,MEN,PC_LF,Q,2007-Q4,7.166667,
FRA,HUR,MEN,PC_LF,Q,2008-Q1,6.833333,
FRA,HUR,MEN,PC_LF,Q,2008-Q2,6.966667,
FRA,HUR,MEN,PC_LF,Q,2008-Q3,7.2,
FRA,HUR,MEN,PC_LF,Q,2008-Q4,7.366667,
FRA,HUR,MEN,PC_LF,Q,2009-Q1,8.366667,
FRA,HUR,MEN,PC_LF,Q,2009-Q2,9.033334,
FRA,HUR,MEN,PC_LF,Q,2009-Q3,9.033334,
FRA,HUR,MEN,PC_LF,Q,2009-Q4,9.633333,
FRA,HUR,MEN,PC_LF,Q,2010-Q1,9.366667,
FRA,HUR,MEN,PC_LF,Q,2010-Q2,9.166667,
FRA,HUR,MEN,PC_LF,Q,2010-Q3,9.066667,
FRA,HUR,MEN,PC_LF,Q,2010-Q4,8.733334,
FRA,HUR,MEN,PC_LF,Q,2011-Q1,8.633333,
FRA,HUR,MEN,PC_LF,Q,2011-Q2,8.833333,
FRA,HUR,MEN,PC_LF,Q,2011-Q3,8.933333,
FRA,HUR,MEN,PC_LF,Q,2011-Q4,9.333333,
FRA,HUR,MEN,PC_LF,Q,2012-Q1,9.566667,
FRA,HUR,MEN,PC_LF,Q,2012-Q2,9.633333,
FRA,HUR,MEN,PC_LF,Q,2012-Q3,9.766666,
FRA,HUR,MEN,PC_LF,Q,2012-Q4,10.26667,
FRA,HUR,MEN,PC_LF,Q,2013-Q1,10.53333,
FRA,HUR,MEN,PC_LF,Q,2013-Q2,10.53333,
FRA,HUR,MEN,PC_LF,Q,2013-Q3,10.36667,
FRA,HUR,MEN,PC_LF,Q,2013-Q4,10.2,
FRA,HUR,MEN,PC_LF,Q,2014-Q1,10.56667,
FRA,HUR,MEN,PC_LF,Q,2014-Q2,10.4,
FRA,HUR,MEN,PC_LF,Q,2014-Q3,10.43333,
FRA,HUR,MEN,PC_LF,Q,2014-Q4,10.83333,
FRA,HUR,MEN,PC_LF,Q,2015-Q1,10.8,
FRA,HUR,MEN,PC_LF,Q,2015-Q2,10.93333,
FRA,HUR,MEN,PC_LF,Q,2015-Q3,10.76667,
FRA,HUR,MEN,PC_LF,Q,2015-Q4,10.7,
FRA,HUR,MEN,PC_LF,Q,2016-Q1,10.76667,
FRA,HUR,MEN,PC_LF,Q,2016-Q2,10.3,
FRA,HUR,MEN,PC_LF,Q,2016-Q3,9.8,
FRA,HUR,MEN,PC_LF,Q,2016-Q4,10.16667,
FRA,HUR,MEN,PC_LF,Q,2017-Q1,9.566667,
FRA,HUR,MEN,PC_LF,Q,2017-Q2,9.6,
FRA,HUR,MEN,PC_LF,Q,2017-Q3,9.533334,
FRA,HUR,MEN,PC_LF,Q,2017-Q4,9.166667,
FRA,HUR,MEN,PC_LF,Q,2018-Q1,9.2,
FRA,HUR,MEN,PC_LF,Q,2018-Q2,9.1,
FRA,HUR,MEN,PC_LF,Q,2018-Q3,9,
FRA,HUR,MEN,PC_LF,Q,2018-Q4,8.7,
FRA,HUR,MEN,PC_LF,Q,2019-Q1,8.7,
FRA,HUR,MEN,PC_LF,Q,2019-Q2,8.6,
FRA,HUR,MEN,PC_LF,Q,2019-Q3,8.333333,
